"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","소재지우편번호","도로명우편번호","사업장명","데이터갱신구분","데이터갱신시점","도로명주소","상세영업상태명","상세영업상태코드","약국영업면적","영업상태코드","전화번호","좌표정보(X)","좌표정보(Y)","지번주소","지정일자","최종수정시점"
"3420000","PHMD120213420023084000006","2021-11-01","","영업/정상","","","","","41237","미소약국","I","2026-04-01 22:02:18","대구광역시 동구 효목로 41, 1층 (효목동)","영업중","13","50","01","0537552468","347982.180829493 ","265349.793904335 ","대구광역시 동구 효목동 456-3","2021-11-01","2024-05-23 18:12:32"
"3420000","PHMD120213420023084000007","2021-11-26","","영업/정상","","","","","41083","스마일약국","I","2026-04-01 22:02:17","대구광역시 동구 안심로 389, 비에스메디타워 106호 (신서동)","영업중","13","77","01","0532198823","355865.611497639 ","264626.115037599 ","","2021-11-26","2021-12-02 09:35:12"
"3420000","PHMD120213420023084000008","2021-12-14","","영업/정상","","","","","41199","새평화약국","I","2026-04-01 22:02:17","대구광역시 동구 아양로15길 2(신암동)","영업중","13","101","01","0539428185","346493.177160199 ","266021.674686359 ","","2021-12-14","2021-12-15 09:42:14"
"3420000","PHMD120223420023084000001","2022-01-19","","영업/정상","","","","","41087","엘약국","I","2026-04-01 22:02:17","대구광역시 동구 안심로 368, 1층 (신서동)","영업중","13","99","01","0539657233","355694.837520201 ","264473.172619494 ","","2022-01-19","2022-01-24 09:17:19"
"3420000","PHMD120223420023084000002","2022-02-21","","영업/정상","","","","","41268","우리제일약국","I","2026-04-01 22:02:17","대구광역시 동구 국채보상로 791, 성암빌딩 1층 (신천동)","영업중","13","46","01","","346009.526127034 ","264315.082021517 ","대구광역시 동구 신천동 842-15 성암빌딩","2022-02-21","2022-02-20 13:23:54"
"3420000","PHMD120223420023084000003","2022-10-06","","영업/정상","","","","","41219","맑은샘약국","I","2026-04-01 22:02:17","대구광역시 동구 신암남로 180(신암동)","영업중","13","33","01","0539390911","347382.723882212 ","266187.326161994 ","대구광역시 동구 신암동 345-2","2022-10-06","2022-10-14 09:05:53"
"3420000","PHMD120223420023084000004","2022-10-24","","영업/정상","","","","","41257","자이약국","I","2026-04-01 22:02:17","대구광역시 동구 송라로10길 33, 상가 302동 2105호 (신천동, 동대구역 센트럴시티자이)","영업중","13","43","01","0537519005","346519.92630536 ","264865.482289009 ","대구광역시 동구 신천동 1518 동대구역 센트럴시티자이","2022-10-24","2022-11-01 09:47:08"
"3420000","PHMD120233420023084000001","2023-01-03","","영업/정상","","","","","41260","신천다정약국","I","2026-04-01 22:02:17","대구광역시 동구 장등로 56, 100,101호 (신천동, 벽산e-솔렌스힐)","영업중","13","126","01","0532423691","346619.68874326 ","264770.311426913 ","대구광역시 동구 신천동 100 벽산e-솔렌스힐","2023-01-03","2023-01-03 10:33:45"
"3420000","PHMD120233420023084000002","2023-01-13","","영업/정상","","","","","41146","은행약국","I","2026-04-01 22:02:17","대구광역시 동구 동촌로 229, 1층 (방촌동)","영업중","13","35","01","0539823535","350340.071871159 ","265895.565526684 ","대구광역시 동구 방촌동 887-2 대구은행","2023-01-13","2023-01-13 14:52:23"
"3420000","PHMD120233420023084000003","2023-04-18","","영업/정상","","","","","41217","드림약국","I","2026-04-01 22:02:17","대구광역시 동구 아양로 162, 1층 (신암동)","영업중","13","36","01","","347181.360880227 ","266242.032688808 ","대구광역시 동구 신암동 289-1","2023-04-18","2025-07-18 17:08:30"
"3420000","PHMD120233420023084000004","2023-07-10","","영업/정상","","","","","41127","안심다온약국","I","2026-04-01 22:02:17","대구광역시 동구 반야월로 189, 1층 (율암동)","영업중","13","51","01","","354306.270250925 ","264961.050603848 ","대구광역시 동구 율암동 1361","2023-07-10","2025-04-18 15:31:58"
"3420000","PHMD120233420023084000005","2023-09-27","","영업/정상","","","","","41216","화성약국","I","2026-04-01 22:02:17","대구광역시 동구 동대구로 590, 상가301동 103호 (신암동, 동대구역화성파크드림아파트)","영업중","13","70","01","0539397273","346820.578617528 ","265984.99477102 ","대구광역시 동구 신암동 255-14 동대구역화성파크드림아파트","2023-09-27","2023-09-27 11:23:10"
"3420000","PHMD120233420023084000006","2023-10-10","","영업/정상","","","","","41119","1층가까운약국","I","2026-04-01 22:02:18","대구광역시 동구 율하동로23길 2, 1층 (신기동)","영업중","13","59","01","","353624.891319675 ","264679.333105124 ","대구광역시 동구 신기동 547-4","2023-10-10","2023-10-10 09:03:47"
"3420000","PHMD120233420023084000007","2023-10-10","","영업/정상","","","","","41126","조이약국","I","2026-04-01 22:02:18","대구광역시 동구 반야월로 229, 1층 101호 (동호동)","영업중","13","45","01","0539648550","354684.680226795 ","264937.977490867 ","대구광역시 동구 동호동 118-2","2023-10-10","2024-08-19 11:45:32"
"3420000","PHMD120233420023084000008","2023-10-17","","영업/정상","","","","","41086","이룸약국","I","2026-04-01 22:02:18","대구광역시 동구 안심로 358, 1층 (동호동)","영업중","13","62","01","0532670220","355609.733181806 ","264435.005001015 ","대구광역시 동구 동호동 366-4","2023-10-17","2023-10-17 11:02:17"
"3420000","PHMD120243420023084000001","2024-01-25","","영업/정상","","","","","41261","샘약국","I","2026-04-01 22:02:18","대구광역시 동구 동대구로 415, 1층 1호 (신천동)","영업중","13","25","01","","346806.176773107 ","264247.934918783 ","대구광역시 동구 신천동 139-8","2024-01-25","2024-01-25 16:12:57"
"3420000","PHMD120243420023084000002","2024-05-17","","영업/정상","","","","","41246","사랑드림약국","I","2026-04-01 22:02:18","대구광역시 동구 화랑로 51, 301동 1층 102호 (신천동, 동대구비스타동원)","영업중","13","32","01","","347411.421442131 ","264634.832933179 ","대구광역시 동구 신천동 1511 동대구비스타동원","2024-05-17","2024-05-17 10:43:04"
"3420000","PHMD120183420023084000007","2018-07-02","","영업/정상","","","","","41044","동방약국","I","2026-04-01 22:02:17","대구광역시 동구 해동로 7, 1층 (지저동)","영업중","13","18","01","0539858558","347830.180552457 ","267586.64229699 ","대구광역시 동구 지저동 668번지 1호","2018-07-02","2018-07-02 18:06:18"
"3420000","PHMD120183420023084000008","2018-07-30","","영업/정상","","","","","41072","새론약국","I","2026-04-01 22:02:17","대구광역시 동구 메디밸리로 19, 1층 103호 (대림동)","영업중","13","56","01","0539633691","357908.123249657 ","265226.922099531 ","대구광역시 동구 대림동 888번지 4호","2018-07-30","2018-07-30 15:34:35"
"3420000","PHMD120183420023084000009","2018-08-01","","영업/정상","","","","","41145","방촌경북약국","I","2026-04-01 22:02:18","대구광역시 동구 동촌로 211 (방촌동)","영업중","13","118","01","0539810013","350161.349550683 ","265987.196271964 ","대구광역시 동구 방촌동 907번지 10호","2018-08-01","2024-03-26 09:52:37"
"3420000","PHMD120183420023084000010","2018-08-01","","영업/정상","","","","","41044","보광약국","I","2026-04-01 22:02:17","대구광역시 동구 해동로 15 (지저동)","영업중","13","65","01","0539817209","347811.648631841 ","267532.707703374 ","대구광역시 동구 지저동 670번지 16호","2018-08-01","2018-08-01 20:18:38"
"3420000","PHMD120183420023084000011","2018-08-03","","영업/정상","","","","","41106","큰사랑약국","I","2026-04-01 22:02:17","대구광역시 동구 안심로22길 40, 105동 (율하동)","영업중","13","67","01","0539647585","353086.896926928 ","263923.518562645 ","대구광역시 동구 율하동 1440번지","2018-08-03","2018-08-03 17:36:48"
"3420000","PHMD120183420023084000012","2018-10-01","","영업/정상","","","","","41268","미래약국","I","2026-04-01 22:02:17","대구광역시 동구 국채보상로 801, 1층 (신천동)","영업중","13","32","01","0534231922","346088.449848581 ","264311.202656514 ","대구광역시 동구 신천동 845번지 25호","2018-10-01","2018-10-01 17:35:21"
"3420000","PHMD120183420023084000013","2018-10-01","","영업/정상","","","","","41199","성심약국","I","2026-04-01 22:02:17","대구광역시 동구 아양로 109, 1층 (신암동)","영업중","13","110","01","0539577670","346703.483890341 ","266124.503421755 ","대구광역시 동구 신암동 575번지 28호","2018-10-01","2018-10-01 17:37:13"
"3420000","PHMD120183420023084000014","2018-10-08","","영업/정상","","","","","41268","영남약국","I","2026-04-01 22:02:17","대구광역시 동구 국채보상로159길 8 (신천동)","영업중","13","61","01","0534282008","345887.891156699 ","264339.337738603 ","","2018-10-08","2019-11-25 11:08:20"
"3420000","PHMD120183420023084000015","2018-11-26","","영업/정상","","","","","41162","그랜드약국","I","2026-04-01 22:02:17","대구광역시 동구 동촌로 242, 다산빌딩 (방촌동)","영업중","13","61","01","0539837553","350388.110707429 ","265799.254173437 ","","2018-11-26","2019-11-25 11:19:19"
"3420000","PHMD120183420023084000016","2018-12-06","","영업/정상","","","","","41076","새혜민약국","I","2026-04-01 22:02:17","대구광역시 동구 반야월로 371 (신서동)","영업중","13","24","01","0539619111","356109.824212826 ","264938.063976144 ","","2018-12-06","2018-12-10 10:09:47"
"3420000","PHMD120183420023084000017","2018-12-21","","영업/정상","","","","","41087","다온약국","I","2026-04-01 22:02:17","대구광역시 동구 금강로 3 (신서동)","영업중","13","11","01","","355678.098292292 ","264432.744555047 ","","2018-12-21","2018-12-21 17:31:05"
"3420000","PHMD120183420023084000018","2018-12-20","","영업/정상","","","","","41072","가온약국","I","2026-04-01 22:02:18","대구광역시 동구 메디밸리로 1, 1층 (대림동)","영업중","13","60","01","","357934.277019803 ","265057.398983371 ","","2018-12-20","2022-10-27 13:11:08"
"3420000","PHMD120193420023084000001","2019-05-13","","영업/정상","","","","","41034","따뜻한약국","I","2026-04-01 22:02:17","대구광역시 동구 팔공로 153 (불로동)","영업중","13","31","01","0539867725","348018.404905899 ","269263.993709973 ","","2019-05-13","2020-08-10 16:41:06"
"3420000","PHMD120193420023084000002","2019-06-18","","영업/정상","","","","","41261","대경약국","I","2026-04-01 22:02:17","대구광역시 동구 동대구로 429, 지하1층 (신천동)","영업중","13","94","01","0537454571","346759.355059847 ","264370.47671895 ","대구광역시 동구 신천동 137-3","2019-06-18","2021-06-17 18:13:47"
"3420000","PHMD120193420023084000004","2019-12-17","","영업/정상","","","","","41208","신세계약국","I","2026-04-01 22:02:17","대구광역시 동구 아양로 50, 1층 (신암동)","영업중","13","39","01","0532927548","346183.075894238 ","265851.019832215 ","","2019-12-17","2019-12-18 09:09:30"
"3420000","PHMD120193420023084000005","2019-12-26","","영업/정상","","","","","41003","건강한온누리약국","I","2026-04-01 22:02:17","대구광역시 동구 동화천로 390, GH메디컬타워 105호 (지묘동)","영업중","13","60","01","0532170660","346993.97580883 ","272611.782560422 ","대구광역시 동구 지묘동 1354번지 2호 GH메디컬타워","2019-12-26","2020-01-30 12:42:19"
"3420000","PHMD120203420023084000001","2020-02-17","","영업/정상","","","","","41105","베스트약국","I","2026-04-01 22:02:18","대구광역시 동구 안심로22길 56, 느티타워 106호 (율하동)","영업중","13","37","01","0539649110","353280.853283088 ","263902.564448756 ","대구광역시 동구 율하동 1433번지 느티타워","2020-02-17","2024-02-26 09:48:40"
"3420000","PHMD120203420023084000002","2020-07-31","","영업/정상","","","","","41198","파티마미소약국","I","2026-04-01 22:02:17","대구광역시 동구 아양로 81, 호창메디타워 1층 101호 (신암동)","영업중","13","92","01","0539590122","346475.580678867 ","266000.390760384 ","대구광역시 동구 신암동 576-20","2020-07-31","2020-07-31 16:56:57"
"3420000","PHMD120203420023084000003","2020-08-07","","영업/정상","","","","","41199","동문약국","I","2026-04-01 22:02:17","대구광역시 동구 아양로 115, 1층 (신암동)","영업중","13","71","01","0539396902","346752.161597142 ","266155.981858489 ","대구광역시 동구 신암동 575","2020-08-07","2022-07-08 11:30:49"
"3420000","PHMD120203420023084000004","2020-09-16","","영업/정상","","","","","41206","이안약국","I","2026-04-01 22:02:17","대구광역시 동구 송라로 142, 1층 (신암동)","영업중","13","33","01","0539390559","345804.080081162 ","265543.469736615 ","대구광역시 동구 신암동 177-28","2020-09-16","2020-09-17 15:53:11"
"3420000","PHMD120173420023084000016","2017-11-13","","영업/정상","","","","","41148","강촌하늘약국","I","2026-04-01 22:02:17","대구광역시 동구 화랑로80길 11, 1층 (방촌동)","영업중","13","33","01","0539855151","350609.42529456 ","265212.03677697 ","대구광역시 동구 방촌동 1119번지 55호","2017-11-13","2017-11-14 17:55:49"
"3420000","PHMD120183420023084000002","2018-04-02","","영업/정상","","","","","41102","세종약국","I","2026-04-01 22:02:17","대구광역시 동구 율하동로 46, 1층 (율하동)","영업중","13","31","01","0539628120","353614.468253338 ","263954.75826563 ","대구광역시 동구 율하동 1479번지","2018-04-02","2019-08-28 08:54:33"
"3420000","PHMD120183420023084000003","2018-04-24","","영업/정상","","","","","41102","율하푸른약국","I","2026-04-01 22:02:17","대구광역시 동구 율하동로8길 73, 1층 (율하동)","영업중","13","7037","01","0539613131","353675.198897361 ","264042.761844137 ","대구광역시 동구 율하동 1472번지","2018-04-24","2018-04-25 15:20:56"
"3430000","PHMD120173430019084000007","2017-10-10","","영업/정상","","","","","41829","참한양약국","I","2026-03-26 22:33:52","대구광역시 서구 서대구로 74 (평리동)","영업중","13","53","01","0535257790","340504.340219772 ","263827.369770546 ","대구광역시 서구 평리동 1362번지 5호","2017-10-10","2017-10-10 16:02:39"
"3430000","PHMD120173430019084000008","2017-10-30","","영업/정상","","","","","41794","샘물약국","I","2026-03-26 22:33:52","대구광역시 서구 북비산로 360, 1층 (비산동)","영업중","13","27","01","0535223946","341937.139309137 ","265463.585518431 ","대구광역시 서구 비산동 63번지 1층","2017-10-30","2019-05-29 16:37:22"
"3430000","PHMD120073430019084000005","2007-07-02","","영업/정상","","","","703-812","41799","수약국","I","2026-03-26 22:33:47","대구광역시 서구 달서로 120 (비산동)","영업중","13","25","01","0535551275","341850.890023214 ","264777.069433199 ","대구광역시 서구 비산2.3동 391번지 11호","2007-07-02","2011-12-21 19:01:17"
"3430000","PHMD120083430019084000001","2008-01-14","","영업/정상","","","","703-060","41871","명성약국","I","2026-03-26 22:33:48","대구광역시 서구 달구벌대로 1867 (내당동)","영업중","13","163","01","0535548989","341612.069132327 ","263512.122167009 ","대구광역시 서구 내당3동 890-32","2008-01-14","2017-05-11 11:06:27"
"3430000","PHMD120083430019084000004","2008-04-14","","영업/정상","","","","703-839","41770","평리약국","I","2026-03-26 22:33:48","대구광역시 서구 문화로49길 31 (평리동)","영업중","13","60","01","0535618114","340709.514227703 ","265377.516120204 ","대구광역시 서구 평리3동 675번지 15호","2008-04-14","2017-02-21 10:28:28"
"3430000","PHMD120083430019084000006","2008-08-01","","영업/정상","","","","703-851","41730","추계약국","I","2026-03-26 22:33:48","대구광역시 서구 달서로 260 (원대동3가)","영업중","13","28","01","0533567877","342050.452331338 ","266125.857397331 ","대구광역시 서구 원대동3가 1431-7","2008-08-01","2025-02-17 15:13:09"
"3430000","PHMD120083430019084000008","2008-08-26","","영업/정상","","","","703-800","41867","늘푸른약국","I","2026-03-26 22:33:48","대구광역시 서구 통학로 54 (내당동)","영업중","13","42","01","0535672787","341207.258775396 ","263914.570726294 ","대구광역시 서구 내당1동 10번지 1호","2008-08-26","2024-11-15 11:50:18"
"3430000","PHMD120093430019084000009","2009-05-18","","영업/정상","","","","703-804","41857","바른약국","I","2026-03-26 22:33:49","대구광역시 서구 달구벌대로 1729-1 (내당동)","영업중","13","49","01","0535618986","340353.855034076 ","262998.44694011 ","대구광역시 서구 내당4동 468번지 4호","2009-05-18","2025-04-14 15:50:16"
"3430000","PHMD120093430019084000017","2009-10-27","","영업/정상","","","","703-833","41845","국도약국","I","2026-03-26 22:33:49","대구광역시 서구 평리로29길 10 (중리동)","영업중","13","43","01","0535240123","339024.967715901 ","263265.68102396 ","대구광역시 서구 중리동 1158번지 6호","2009-10-27","2022-10-28 09:11:45"
"3430000","PHMD120093430019084000022","2009-12-29","","영업/정상","","","","703-832","41846","한사랑약국","I","2026-03-26 22:33:49","대구광역시 서구 평리로 150 (중리동)","영업중","13","132","01","0535536196","339119.172503189 ","263134.558970277 ","대구광역시 서구 중리동 702번지 3호","2009-12-29","2021-01-25 13:40:30"
"3430000","PHMD120103430019084000004","2010-04-05","","영업/정상","","","","703-806","41870","메디팜 은화약국","I","2026-03-26 22:33:50","대구광역시 서구 달구벌대로 1885 (내당동)","영업중","13","24","01","0535652542","341784.225774968 ","263567.187124009 ","대구광역시 서구 내당2.3동 885번지 29호","2010-04-05","2019-11-08 15:46:18"
"3430000","PHMD120103430019084000009","2010-08-10","","영업/정상","","","","","41714","효성약국","I","2026-03-26 22:33:50","대구광역시 서구 달서천로57길 56, 1층 (비산동)","영업중","13","76","01","0533520335","341064.403997685 ","266553.701602472 ","대구광역시 서구 비산동 1232-12","2010-08-10","2021-03-17 17:27:43"
"3430000","PHMD120103430019084000012","2010-10-01","","영업/정상","","","","703-850","41769","미래약국","I","2026-03-26 22:33:50","대구광역시 서구 국채보상로 157 (평리동)","영업중","13","19","01","0535250075","339763.054714528 ","264361.24324433 ","대구광역시 서구 평리5동 1535번지 15호","2010-10-01","2017-02-20 15:46:14"
"3430000","PHMD120113430019084000003","2011-02-21","","영업/정상","","","","703-832","41846","서남시장약국","I","2026-03-26 22:33:50","대구광역시 서구 평리로 156 (중리동)","영업중","13","58","01","0535665609","339159.174234714 ","263154.911084828 ","대구광역시 서구 중리동 703번지 1호","2011-02-21","2017-06-13 14:52:22"
"3430000","PHMD120113430019084000004","2011-02-28","","영업/정상","","","","703-828","41730","명일약국","I","2026-03-26 22:33:50","대구광역시 서구 달서로 270 (원대동3가)","영업중","13","145","01","","342100.262831046 ","266207.407076198 ","대구광역시 서구 원대동3가 1610번지 10호","2011-02-28","2011-12-15 10:36:26"
"3430000","PHMD120113430019084000013","2011-08-31","","영업/정상","","","","703-844","41813","동원약국","I","2026-03-26 22:33:56","대구광역시 서구 국채보상로 300 (평리동)","영업중","13","44","01","0535677579","341151.931232979 ","264626.763188985 ","대구광역시 서구 평리2동 1099번지 4호","2011-08-31","2017-02-20 15:36:39"
"3430000","PHMD120113430019084000016","2011-09-15","","영업/정상","","","","703-771","41827","참조은약국","I","2026-03-26 22:33:51","대구광역시 서구 국채보상로50길 20, 116동 108호 (평리동, 평리푸르지오)","영업중","13","46","01","0535221050","340802.61023241 ","264329.710483925 ","대구광역시 서구 평리동 1680번지 평리푸르지오 116동 108호","2011-09-15","2018-01-23 10:45:16"
"3430000","PHMD120113430019084000019","2011-11-22","","영업/정상","","","","703-838","41745","메디팜군위약국","I","2026-03-26 22:33:51","대구광역시 서구 북비산로61길 2 (평리동)","영업중","13","60","01","0535670364","341450.599976744 ","265521.898652759 ","대구광역시 서구 평리동 762번지 1호 2통 5반","2011-11-22","2018-01-23 10:35:17"
"3430000","PHMD120123430019084000004","2012-04-24","","영업/정상","","","","703-061","41863","튼튼한약국","I","2026-03-26 22:33:51","대구광역시 서구 달구벌대로 1807 (내당동)","영업중","13","51","01","0532525432","341061.193457726 ","263322.685867634 ","대구광역시 서구 내당1동 65번지 11호","2012-04-24","2017-02-24 17:02:21"
"3430000","PHMD120123430019084000007","2012-09-11","","영업/정상","","","","703-814","41809","소담약국","I","2026-03-26 22:33:51","대구광역시 서구 달서로 66 (비산동)","영업중","13","50","01","0535658386","341840.065344907 ","264241.446114778 ","대구광역시 서구 비산동 302번지 2호","2012-09-11","2025-08-08 15:03:01"
"3430000","PHMD119983430019084000001","1998-07-20","","영업/정상","","","","703-062","41871","경성약국","I","2026-03-26 22:33:45","대구광역시 서구 달구벌대로375길 1 (내당동)","영업중","13","60","01","0535661256","341625.035178683 ","263515.521079168 ","대구광역시 서구 내당2.3동 890-27.28번지","1998-07-20","2017-02-24 17:11:54"
"3430000","PHMD120003430019084000002","2000-08-01","","영업/정상","","","","703-816","41794","수영약국","I","2026-03-26 22:33:45","대구광역시 서구 달서로 184-1 (비산동)","영업중","13","38","01","0535657868","341846.311522799 ","265428.167025579 ","대구광역시 서구 비산6동 527번지 1호","2000-08-01","2011-12-21 20:11:03"
"3430000","PHMD120003430019084000008","2000-10-20","","영업/정상","","","","703-804","41857","한독약국","I","2026-03-26 22:33:45","대구광역시 서구 달구벌대로 1733 (내당동)","영업중","13","27","01","0535661420","340373.483683276 ","263008.302588834 ","대구광역시 서구 내당4동 468-14","2000-10-20","2017-06-13 14:55:10"
"3430000","PHMD120003430019084000010","2000-12-05","","영업/정상","","","","703-816","41780","한가족약국","I","2026-03-26 22:33:45","대구광역시 서구 달서로 159 (비산동)","영업중","13","74","01","0535731331","341796.462966845 ","265182.983125424 ","대구광역시 서구 비산6동 499-13","2000-12-05","2017-02-21 11:19:28"
"3430000","PHMD120013430019084000002","2001-06-19","","영업/정상","","","","703-833","41845","메디칼 후문약국","I","2026-03-26 22:33:45","대구광역시 서구 평리로33길 12 (중리동)","영업중","13","39","01","0535654387","339169.911386195 ","263297.522920093 ","대구광역시 서구 중리동 1160-10","2001-06-19","2017-06-13 14:50:38"
"3430000","PHMD120013430019084000003","2001-08-14","","영업/정상","","","","703-840","41774","천일약국","I","2026-03-26 22:33:45","대구광역시 서구 서대구로 188 (평리동)","영업중","13","75","01","0535547997","340379.042846743 ","264963.721295218 ","대구광역시 서구 평리3동 1032번지 8호","2001-08-14","2018-01-23 10:40:49"
"3430000","PHMD120013430019084000004","2001-10-26","","영업/정상","","","","703-849","41765","온누리 광명약국","I","2026-03-26 22:33:45","대구광역시 서구 문화로 196 (평리동)","영업중","13","55","01","0535577215","340269.659053019 ","265007.091898729 ","대구광역시 서구 평리5동 1491-1(2층중 1층)","2001-10-26","2017-02-20 16:44:39"
"3430000","PHMD120013430019084000005","2001-12-24","","영업/정상","","","","703-826","41728","제일약국","I","2026-03-26 22:33:45","대구광역시 서구 원대로 55 (원대동1가)","영업중","13","25","01","0533527674","342662.540421883 ","265840.882662817 ","대구광역시 서구 원대동2가 2번지 9호","2001-12-24","2017-02-20 16:36:20"
"3430000","PHMD120023430019084000003","2002-04-13","","영업/정상","","","","703-806","41870","아진약국","I","2026-03-26 22:33:46","대구광역시 서구 달구벌대로 1875 (내당동)","영업중","13","147","01","0535535047","341689.752112528 ","263536.91574267 ","대구광역시 서구 내당2.3동 884-87(4층중 1층)","2002-04-13","2017-05-11 11:13:09"
"3430000","PHMD120023430019084000004","2002-06-03","","영업/정상","","","","703-816","41744","뉴 서대구약국","I","2026-03-26 22:33:46","대구광역시 서구 북비산로 347 (비산동)","영업중","13","58","01","0535629959","341786.089789001 ","265565.08019995 ","대구광역시 서구 비산6동 554번지 4호","2002-06-03","2017-02-21 10:36:20"
"3430000","PHMD120023430019084000008","2002-11-11","","영업/정상","","","","703-820","41720","혜인약국","I","2026-03-26 22:33:46","대구광역시 서구 서대구로62길 66 (비산동)","영업중","13","66","01","0533557582","341104.981957912 ","266276.357340292 ","대구광역시 서구 비산7동 930-2(4층중 1층)","2002-11-11","2017-02-21 11:03:20"
"3430000","PHMD120033430019084000001","2003-01-03","","영업/정상","","","","703-817","41744","북비산약국","I","2026-03-26 22:33:46","대구광역시 서구 달서로 201 (비산동)","영업중","13","38","01","0535514020","341815.862605592 ","265613.285832316 ","대구광역시 서구 비산1동  579-3(3층중 1층)","2003-01-03","2017-02-21 10:31:04"
"3430000","PHMD120033430019084000004","2003-10-09","","영업/정상","","","","703-061","41858","광장약국","I","2026-03-26 22:33:46","대구광역시 서구 서대구로 58 (내당동)","영업중","13","12","01","0535631717","340526.051091539 ","263669.651905277 ","대구광역시 서구 내당1동 242-2","2003-10-09","2017-05-11 11:24:41"
"3430000","PHMD120033430019084000006","2019-10-01","","영업/정상","","","","703-809","41735","사랑약국","I","2026-03-26 22:33:46","대구광역시 서구 북비산로 355 (비산동)","영업중","13","18","01","0535624489","341893.437244506 ","265531.570616115 ","대구광역시 서구 비산2.3동 62-1","2019-10-01","2023-10-31 11:45:33"
"3430000","PHMD120043430019084000003","2004-06-28","","영업/정상","","","","703-820","41713","대지약국","I","2026-03-26 22:33:46","대구광역시 서구 서대구로62길 47 (비산동)","영업중","13","14","01","0533520660","340947.453479569 ","266220.91137104 ","대구광역시 서구 비산7동 1279-14","2004-06-28","2017-02-21 10:56:47"
"3430000","PHMD120053430019084000001","2005-02-28","","영업/정상","","","","703-816","41779","새현약국","I","2026-03-26 22:33:46","대구광역시 서구 달서로 191 (비산동)","영업중","13","38","01","0535224398","341799.601229221 ","265475.896147217 ","대구광역시 서구 비산6동 548-12","2005-02-28","2020-05-28 13:10:19"
"3430000","PHMD120063430019084000002","2006-04-06","","영업/정상","","","","703-819","41723","우리약국","I","2026-03-26 22:33:47","대구광역시 서구 서대구로62길 3 (비산동)","영업중","13","41","01","0533576825","340567.011533334 ","266088.877720093 ","대구광역시 서구 비산7동 1370번지 3호","2006-04-06","2011-12-21 19:11:43"
"3430000","PHMD120063430019084000003","2006-07-13","","영업/정상","","","","703-812","41799","하늘온누리약국","I","2026-03-26 22:33:47","대구광역시 서구 달서로 118 (비산동)","영업중","13","29","01","0535275093","341844.955023475 ","264761.468183916 ","대구광역시서구비산2.3동 392-7","2006-07-13","2017-02-21 10:40:13"
"3430000","PHMD120063430019084000008","2006-11-16","","영업/정상","","","","703-811","41794","하나약국","I","2026-03-26 22:33:47","대구광역시 서구 달서로 188 (비산동)","영업중","13","66","01","0535570075","341846.684302213 ","265469.257329985 ","대구광역시 서구 비산2.3동 550-3","2006-11-16","2023-01-19 15:33:59"
"3430000","PHMD120073430019084000002","2007-02-14","","영업/정상","","","","703-808","41806","신세계약국","I","2026-03-26 22:33:47","대구광역시 서구 큰장로 129 (내당동)","영업중","13","41","01","0535210717","342541.714390379 ","264452.786311743 ","대구광역시 서구 내당2.3동 1035-24","2007-02-14","2011-12-21 19:04:46"
"3430000","PHMD119843430019084000004","1984-12-24","","영업/정상","","","","703-016","41761","극동약국","I","2026-03-26 22:33:44","대구광역시 서구 북비산로 160 (평리동)","영업중","13","75","01","0535653435","339948.702409197 ","265370.444057032 ","대구광역시 서구 평리6동 573-5번지(3층중 1층)","1984-12-24","2017-02-20 16:42:20"
"3430000","PHMD119853430019084000001","1985-01-07","","영업/정상","","","","703-836","41762","메디팜 서진약국","I","2026-03-26 22:33:44","대구광역시 서구 문화로 197 (평리동)","영업중","13","46","01","0535663322","340268.60525407 ","265042.751476892 ","대구광역시 서구 평리6동 618-16번지","1985-01-07","2024-12-18 09:14:18"
"3430000","PHMD119873430019084000002","1987-03-09","","영업/정상","","","","","41771","수정약국","I","2026-03-26 22:33:44","대구광역시 서구 북비산로 244, 1층 (평리동)","영업중","13","34","01","0535582219","340772.726849081 ","265430.822514245 ","대구광역시 서구 평리동 670번지 2호","1987-03-09","2018-09-27 10:39:14"
"3430000","PHMD119873430019084000004","1987-08-07","","영업/정상","","","","703-809","41796","달성약국","I","2026-03-26 22:33:44","대구광역시 서구 북비산로74길 41 (비산동)","영업중","13","26","01","0535542724","342362.730349845 ","265276.765135351 ","대구광역시 서구 비산2.3동 2729번지","1987-08-07","2017-02-20 16:27:38"
"3430000","PHMD119873430019084000005","1987-09-16","","영업/정상","","","","703-845","41820","대양약국","I","2026-03-26 22:33:44","대구광역시 서구 통학로 86-1 (평리동)","영업중","13","36","01","0535540345","341149.759562964 ","264229.509899006 ","대구광역시 서구 평리2동 1116-1","1987-09-16","2017-02-20 16:22:56"
"3430000","PHMD119903430019084000001","1990-08-16","","영업/정상","","","","","41829","부광약국","I","2026-03-26 22:33:45","대구광역시 서구 서대구로 66, 1층 (평리동)","영업중","13","120","01","0535662589","340509.680835833 ","263764.943822888 ","대구광역시 서구 평리동 1361번지 7호","1990-08-16","2024-01-26 13:38:49"
"3430000","PHMD119923430019084000001","1992-05-19","","영업/정상","","","","703-817","41745","원고개약국","I","2026-03-26 22:33:45","대구광역시 서구 통학로48길 44 (비산동)","영업중","13","20","01","0535583711","341502.969080375 ","265690.754371093 ","대구광역시 서구 비산1동 724번지 10호","1992-05-19","2017-02-21 10:22:33"
